Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","BD_DM_697","SAMN13578407","PRJNA591422","GCA_009791495.1","Complete",5.83478,56.829,"chromosome:NZ_CP046939.1/CP046939.1; plasmid pKP697:NZ_CP046942.1/CP046942.1; plasmid punnamed1:NZ_CP046940.1/CP046940.1; plasmid punnamed2:NZ_CP046941.1/CP046941.1; plasmid punnamed4:NZ_CP046943.1/CP046943.1; plasmid punnamed5:NZ_CP046944.1/CP046944.1; plasmid punnamed6:NZ_CP046945.1/CP046945.1; plasmid punnamed7:NZ_CP046946.1/CP046946.1; plasmid punnamed8:NZ_CP046947.1/CP046947.1",,9,5374,"2019-12-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/791/495/GCA_009791495.1_ASM979149v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/791/495/GCF_009791495.1_ASM979149v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","BP3636","SAMN14402341","PRJNA613369","GCA_011742415.2","Complete",5.82963,56.7565,"chromosome:NZ_CP053771.1/CP053771.1; plasmid pColKP3_1:NZ_CP053774.1/CP053774.1; plasmid pColKP3_2:NZ_CP053776.1/CP053776.1; plasmid pColKP3_3:NZ_CP053777.1/CP053777.1; plasmid pColKP3_4:NZ_CP053778.1/CP053778.1; plasmid pColRNAI:NZ_CP053775.1/CP053775.1; plasmid pIncFIBK:NZ_CP053773.1/CP053773.1; plasmid punnamed_1_VBP3636:NZ_CP053779.1/CP053779.1; plasmid punnamed_2_VBP3636:NZ_CP053780.1/CP053780.1; plasmid pvirulence_VBP3636:NZ_CP053772.1/CP053772.1",,10,5358,"2020-05-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/742/415/GCA_011742415.2_ASM1174241v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/742/415/GCF_011742415.2_ASM1174241v2"
"Klebsiella pneumoniae subsp. pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","KpvST15_NDM","SAMN11793565","PRJNA483246","GCA_005885775.1","Complete",5.89721,56.8015,"chromosome:NZ_CP040593.1/CP040593.1; plasmid pKpvST15:NZ_CP040595.1/CP040595.1; plasmid pKpvST15_NDM-1:NZ_CP040598.1/CP040598.1; plasmid unnamed1:NZ_CP040594.1/CP040594.1; plasmid unnamed2:NZ_CP040596.1/CP040596.1; plasmid unnamed3:NZ_CP040597.1/CP040597.1; plasmid unnamed4:NZ_CP040599.1/CP040599.1",,7,5317,"2019-05-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/885/775/GCA_005885775.1_ASM588577v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/885/775/GCF_005885775.1_ASM588577v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","KP2","SAMN12307651","PRJNA555326","GCA_009720445.1","Complete",5.73848,56.8976,"chromosome:NZ_CP041946.1/CP041946.1; plasmid pKP2_1:NZ_CP041947.1/CP041947.1; plasmid pKP2_2:NZ_CP041948.1/CP041948.1; plasmid pKP2_3:NZ_CP041949.1/CP041949.1; plasmid pKP2_4:NZ_CP041950.1/CP041950.1; plasmid pKP2_5:NZ_CP041951.1/CP041951.1; plasmid pKP2_6:NZ_CP041952.1/CP041952.1; plasmid pKP2_7:NZ_CP041953.1/CP041953.1; plasmid pKP2_8:NZ_CP041954.1/CP041954.1",,9,5401,"2019-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/720/445/GCA_009720445.1_ASM972044v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/720/445/GCF_009720445.1_ASM972044v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","WSD411","SAMN12877715","PRJNA575105","GCA_009884415.1","Complete",5.9304,56.7575,"chromosome:NZ_CP045674.1/CP045674.1; plasmid pWSD411_10:NZ_CP045682.1/CP045682.1; plasmid pWSD411_11:NZ_CP045683.1/CP045683.1; plasmid pWSD411_14:NZ_CP045684.1/CP045684.1; plasmid pWSD411_15:NZ_CP045685.1/CP045685.1; plasmid pWSD411_16:NZ_CP045686.1/CP045686.1; plasmid pWSD411_2:NZ_CP045675.1/CP045675.1; plasmid pWSD411_3:NZ_CP045676.1/CP045676.1; plasmid pWSD411_4:NZ_CP045677.1/CP045677.1; plasmid pWSD411_5:NZ_CP045678.1/CP045678.1; plasmid pWSD411_6:NZ_CP045679.1/CP045679.1; plasmid pWSD411_7:NZ_CP045680.1/CP045680.1; plasmid pWSD411_9:NZ_CP045681.1/CP045681.1",,13,5432,"2020-01-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/884/415/GCA_009884415.1_ASM988441v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/884/415/GCF_009884415.1_ASM988441v1"
"Klebsiella pneumoniae subsp. pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","ARLG-3135","SAMN10432823","PRJNA433394","GCA_003850165.1","Complete",5.56246,57.0775,"chromosome:NZ_CP033946.1/CP033946.1; plasmid p1:NZ_CP033947.1/CP033947.1; plasmid p2:NZ_CP033948.1/CP033948.1; plasmid p3:NZ_CP033949.1/CP033949.1; plasmid p4:NZ_CP033950.1/CP033950.1; plasmid p5:NZ_CP033951.1/CP033951.1; plasmid p6:NZ_CP033952.1/CP033952.1",,7,5292,"2018-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/850/165/GCA_003850165.1_ASM385016v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/850/165/GCF_003850165.1_ASM385016v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","KP_NORM_BLD_2014_104014","SAMEA5063299","PRJNA505543","GCA_003855315.1","Complete",5.92004,56.5564,"chromosome:NZ_CP034045.1/CP034045.1; plasmid unnamed1:NZ_CP034046.1/CP034046.1; plasmid unnamed2:NZ_CP034047.1/CP034047.1; plasmid unnamed3:NZ_CP034048.1/CP034048.1; plasmid unnamed4:NZ_CP034049.1/CP034049.1; plasmid unnamed5:NZ_CP034050.1/CP034050.1; plasmid unnamed6:NZ_CP034051.1/CP034051.1; plasmid unnamed7:NZ_CP034052.1/CP034052.1",,8,5567,"2018-12-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/855/315/GCA_003855315.1_ASM385531v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/855/315/GCF_003855315.1_ASM385531v1"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 700721; MGH 78578","SAMN02603941","PRJNA31","GCA_000016305.1","Complete",5.69489,57.1666,"chromosome:NC_009648.1/CP000647.1; plasmid pKPN3:NC_009649.1/CP000648.1; plasmid pKPN4:NC_009650.1/CP000649.1; plasmid pKPN5:NC_009651.1/CP000650.1; plasmid pKPN6:NC_009652.1/CP000651.1; plasmid pKPN7:NC_009653.1/CP000652.1",,6,5416,"2007-07-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/305/GCA_000016305.1_ASM1630v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/305/GCF_000016305.1_ASM1630v1"
"Klebsiella pneumoniae subsp. pneumoniae Kp13","Bacteria;Proteobacteria;Gammaproteobacteria","Kp13","SAMN02641520","PRJNA78291","GCA_000512165.1","Complete",5.73989,56.8079,"chromosome:NZ_CP003999.1/CP003999.1; plasmid pKP13a:NZ_CP003996.1/CP003996.1; plasmid pKP13b:NZ_CP003994.1/CP003994.1; plasmid pKP13c:NZ_CP003995.1/CP003995.1; plasmid pKP13d:NZ_CP003997.1/CP003997.1; plasmid pKP13e:NZ_CP003998.1/CP003998.1; plasmid pKP13f:NZ_CP004000.1/CP004000.1",,7,5467,"2013-12-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/165/GCA_000512165.1_ASM51216v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/165/GCF_000512165.1_ASM51216v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","SCU-106","SAMN14609771","PRJNA624897","GCA_013085185.1","Complete",5.50701,50.7719,"chromosome:NZ_CP053234.1/CP053234.1; plasmid pSCU-106-1:NZ_CP053235.1/CP053235.1; plasmid pSCU-106-10:NZ_CP053244.1/CP053244.1; plasmid pSCU-106-2:NZ_CP053236.1/CP053236.1; plasmid pSCU-106-3:NZ_CP053237.1/CP053237.1; plasmid pSCU-106-4:NZ_CP053238.1/CP053238.1; plasmid pSCU-106-5:NZ_CP053239.1/CP053239.1; plasmid pSCU-106-6:NZ_CP053240.1/CP053240.1; plasmid pSCU-106-7:NZ_CP053241.1/CP053241.1; plasmid pSCU-106-8:NZ_CP053242.1/CP053242.1; plasmid pSCU-106-9:NZ_CP053243.1/CP053243.1",,11,5043,"2020-05-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/085/185/GCA_013085185.1_ASM1308518v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/085/185/GCF_013085185.1_ASM1308518v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","Kp_Goe_822917","SAMN05412453","PRJNA329409","GCA_001902415.1","Complete",5.58428,57.2174,"chromosome:NZ_CP018438.1/CP018438.1; plasmid pKp_Goe_917-1:NZ_CP018441.1/CP018441.1; plasmid pKp_Goe_917-2:NZ_CP018443.1/CP018443.1; plasmid pKp_Goe_917-3:NZ_CP018442.1/CP018442.1; plasmid pKp_Goe_917-4:NZ_CP018445.1/CP018445.1; plasmid pKp_Goe_917-5:NZ_CP018444.1/CP018444.1; plasmid pKp_Goe_917-6:NZ_CP018440.1/CP018440.1; plasmid pKp_Goe_917-7:NZ_CP018446.1/CP018446.1; plasmid pKp_Goe_917-8:NZ_CP018439.1/CP018439.1",,9,5278,"2016-12-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/902/415/GCA_001902415.1_ASM190241v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/902/415/GCF_001902415.1_ASM190241v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","SCU-172","SAMN14943545","PRJNA624897","GCA_013315695.1","Complete",5.42873,50.7987,"chromosome:NZ_CP054353.1/CP054353.1; plasmid pSCU-172-1:NZ_CP054354.1/CP054354.1; plasmid pSCU-172-2:NZ_CP054355.1/CP054355.1; plasmid pSCU-172-3:NZ_CP054356.1/CP054356.1; plasmid pSCU-172-4:NZ_CP054357.1/CP054357.1; plasmid pSCU-172-5:NZ_CP054358.1/CP054358.1; plasmid pSCU-172-6:NZ_CP054359.1/CP054359.1; plasmid pSCU-172-7:NZ_CP054360.1/CP054360.1; plasmid pSCU-172-8:NZ_CP054361.1/CP054361.1; plasmid pSCU-172-9:NZ_CP054362.1/CP054362.1",,10,4967,"2020-06-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/315/695/GCA_013315695.1_ASM1331569v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/315/695/GCF_013315695.1_ASM1331569v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","AR_0363","SAMN07291506","PRJNA316321","GCA_002968475.1","Complete",5.89202,56.7197,"chromosome:NZ_CP027146.1/CP027146.1; plasmid unnamed1:NZ_CP027152.1/CP027152.1; plasmid unnamed10:NZ_CP027151.1/CP027151.1; plasmid unnamed2:NZ_CP027147.1/CP027147.1; plasmid unnamed3:NZ_CP027150.1/CP027150.1; plasmid unnamed4:NZ_CP027156.1/CP027156.1; plasmid unnamed5:NZ_CP027148.1/CP027148.1; plasmid unnamed6:NZ_CP027155.1/CP027155.1; plasmid unnamed7:NZ_CP027153.1/CP027153.1; plasmid unnamed8:NZ_CP027149.1/CP027149.1; plasmid unnamed9:NZ_CP027154.1/CP027154.1",,11,5718,"2018-03-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/968/475/GCA_002968475.1_ASM296847v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/968/475/GCF_002968475.1_ASM296847v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","QS17-0161","SAMN07792166","PRJNA414489","GCA_002752955.1","Complete",5.71705,56.9231,"chromosome:NZ_CP024458.1/CP024458.1; plasmid pMR0617aac:NZ_CP024459.1/CP024459.1; plasmid pMR0617mcr1:NZ_CP024462.1/CP024462.1; plasmid pMR0617tem:NZ_CP024461.1/CP024461.1; plasmid pMRSN480738_1.6:NZ_CP024465.1/CP024465.1; plasmid pMRSN480738_10.0:NZ_CP024463.1/CP024463.1; plasmid pMRSN480738_112.7:NZ_CP024460.1/CP024460.1; plasmid pMRSN480738_2.8:NZ_CP024464.1/CP024464.1",,8,5259,"2017-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/752/955/GCA_002752955.1_ASM275295v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/752/955/GCF_002752955.1_ASM275295v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","FDAARGOS_630","SAMN11056345","PRJNA231221","GCA_008693405.1","Complete",5.64281,57.1149,"chromosome:NZ_CP044039.1/CP044039.1; plasmid unnamed1:NZ_CP044035.1/CP044035.1; plasmid unnamed2:NZ_CP044036.1/CP044036.1; plasmid unnamed3:NZ_CP044037.1/CP044037.1; plasmid unnamed4:NZ_CP044038.1/CP044038.1; plasmid unnamed5:NZ_CP044040.1/CP044040.1; plasmid unnamed6:NZ_CP044041.1/CP044041.1; plasmid unnamed7:NZ_CP044042.1/CP044042.1",,8,5318,"2019-09-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/693/405/GCA_008693405.1_ASM869340v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/693/405/GCF_008693405.1_ASM869340v1"
"Klebsiella pneumoniae subsp. pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","KPCTRSRTH07","SAMN07450602","PRJNA389557","GCA_002248115.3","Complete",5.82702,56.8465,"chromosome:NZ_CP041099.1/CP041099.1; plasmid unnamed1:NZ_CP041100.1/CP041100.1; plasmid unnamed10:NZ_CP041109.1/CP041109.1; plasmid unnamed2:NZ_CP041101.1/CP041101.1; plasmid unnamed3:NZ_CP041102.1/CP041102.1; plasmid unnamed4:NZ_CP041103.1/CP041103.1; plasmid unnamed5:NZ_CP041104.1/CP041104.1; plasmid unnamed6:NZ_CP041105.1/CP041105.1; plasmid unnamed7:NZ_CP041106.1/CP041106.1; plasmid unnamed8:NZ_CP041107.1/CP041107.1; plasmid unnamed9:NZ_CP041108.1/CP041108.1",,11,5520,"2019-06-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/248/115/GCA_002248115.3_ASM224811v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/248/115/GCF_002248115.2_ASM224811v3"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","N4b","SAMN04448505","PRJNA302185","GCA_003408615.1","Complete",6.07471,56.5195,"chromosome:NZ_CP031577.1/CP031577.1; plasmid p1502320-1:NZ_CP031578.1/CP031578.1; plasmid p1502320-2:NZ_CP031579.1/CP031579.1; plasmid p1502320-3:NZ_CP031580.1/CP031580.1; plasmid pIncAC2-1502320:NZ_CP031584.1/CP031584.1; plasmid pIncFIA-1502320:NZ_CP031581.1/CP031581.1; plasmid pIncFII-1502320:NZ_CP031583.1/CP031583.1; plasmid pIncHI1B-1502320:NZ_CP031582.1/CP031582.1",,8,5537,"2018-08-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/408/615/GCA_003408615.1_ASM340861v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/408/615/GCF_003408615.1_ASM340861v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","KSB2_1B","SAMEA3357405","PRJNA351909","GCA_002753015.1","Complete",6.02571,56.6535,"chromosome:NZ_CP024504.1/CP024504.1; plasmid unnamed1:NZ_CP024507.1/CP024507.1; plasmid unnamed10:NZ_CP024506.1/CP024506.1; plasmid unnamed2:NZ_CP024508.1/CP024508.1; plasmid unnamed3:NZ_CP024509.1/CP024509.1; plasmid unnamed4:NZ_CP024510.1/CP024510.1; plasmid unnamed5:NZ_CP024511.1/CP024511.1; plasmid unnamed6:NZ_CP024512.1/CP024512.1; plasmid unnamed7:NZ_CP024513.1/CP024513.1; plasmid unnamed8:NZ_CP024514.1/CP024514.1; plasmid unnamed9:NZ_CP024505.1/CP024505.1",,11,5538,"2017-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/015/GCA_002753015.1_ASM275301v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/015/GCF_002753015.1_ASM275301v1"
"Klebsiella pneumoniae subsp. pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","KPCTRSRTH01","SAMN07450608","PRJNA389557","GCA_002251875.3","Complete",5.72517,56.6658,"chromosome:NZ_CP041092.1/CP041092.1; plasmid unnamed1:NZ_CP041093.1/CP041093.1; plasmid unnamed2:NZ_CP041094.1/CP041094.1; plasmid unnamed3:NZ_CP041095.1/CP041095.1; plasmid unnamed4:NZ_CP041096.1/CP041096.1; plasmid unnamed5:NZ_CP041097.1/CP041097.1; plasmid unnamed6:NZ_CP041098.1/CP041098.1",,7,5353,"2019-06-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/251/875/GCA_002251875.3_ASM225187v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/251/875/GCF_002251875.2_ASM225187v3"
"Klebsiella pneumoniae subsp. pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","BK13048","SAMN12984737","PRJNA549322","GCA_009025895.1","Complete",5.53822,57.2914,"chromosome:NZ_CP045015.1/CP045015.1; plasmid pBK13048-1:NZ_CP045016.1/CP045016.1; plasmid pBK13048-2:NZ_CP045017.1/CP045017.1; plasmid pBK13048-3:NZ_CP045018.1/CP045018.1; plasmid pBK13048-5:NZ_CP045019.1/CP045019.1; plasmid pBK13048-6:NZ_CP045020.1/CP045020.1; plasmid pBK13048-7:NZ_CP045021.1/CP045021.1; plasmid pBK13048-KPC14:NZ_CP045022.1/CP045022.1",,8,5311,"2019-10-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/025/895/GCA_009025895.1_ASM902589v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/025/895/GCF_009025895.1_ASM902589v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","AR_0361","SAMN07291504","PRJNA316321","GCA_002968495.1","Complete",5.59778,57.2428,"chromosome:NZ_CP027160.1/CP027160.1; plasmid unnamed1:NZ_CP027161.1/CP027161.1; plasmid unnamed2:NZ_CP027158.1/CP027158.1; plasmid unnamed3:NZ_CP027162.1/CP027162.1; plasmid unnamed4:NZ_CP027164.1/CP027164.1; plasmid unnamed5:NZ_CP027163.1/CP027163.1; plasmid unnamed6:NZ_CP027157.1/CP027157.1; plasmid unnamed7:NZ_CP027159.1/CP027159.1",,8,5418,"2018-03-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/968/495/GCA_002968495.1_ASM296849v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/968/495/GCF_002968495.1_ASM296849v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","09-02E","SAMD00198301","PRJDB9122","GCA_012149945.1","Complete",5.24632,50.5462,"chromosome:NZ_AP022650.1/AP022650.1; plasmid p1-09-02E:NZ_AP022651.1/AP022651.1; plasmid p2-09-02E:NZ_AP022652.1/AP022652.1; plasmid p3-09-02E:NZ_AP022653.1/AP022653.1; plasmid p4-09-02E:NZ_AP022654.1/AP022654.1; plasmid p5-09-02E:NZ_AP022655.1/AP022655.1; plasmid p6-09-02E:NZ_AP022656.1/AP022656.1; plasmid p7-09-02E:NZ_AP022657.1/AP022657.1; plasmid p8-09-02E:NZ_AP022658.1/AP022658.1; plasmid p9-09-02E:NZ_AP022659.1/AP022659.1",,10,4851,"2020-02-13T23:03:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/149/945/GCA_012149945.1_ASM1214994v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/149/945/GCF_012149945.1_ASM1214994v1"
"Klebsiella pneumoniae subsp. ozaenae","Bacteria;Proteobacteria;Gammaproteobacteria","AR_0096","SAMN04014937","PRJNA292904","GCA_003010735.1","Complete",5.6513,56.891,"chromosome:NZ_CP027612.1/CP027612.1; plasmid unnamed1:NZ_CP027613.1/CP027613.1; plasmid unnamed2:NZ_CP027614.1/CP027614.1; plasmid unnamed3:NZ_CP027615.1/CP027615.1; plasmid unnamed4:NZ_CP027616.1/CP027616.1; plasmid unnamed5:NZ_CP027617.1/CP027617.1",,6,5361,"2018-03-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/010/735/GCA_003010735.1_ASM301073v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/010/735/GCF_003010735.1_ASM301073v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","13P477T","SAMN06219553","PRJNA361032","GCA_002951655.1","Complete",5.44435,50.7424,"chromosome:NZ_CP019273.1/CP019273.1; plasmid p13P477T-1:NZ_CP019274.1/CP019274.1; plasmid p13P477T-10:NZ_CP021100.1/CP021100.1; plasmid p13P477T-11:NZ_CP021099.1/CP021099.1; plasmid p13P477T-2:NZ_CP019275.1/CP019275.1; plasmid p13P477T-3:NZ_CP019276.1/CP019276.1; plasmid p13P477T-4:NZ_CP019277.1/CP019277.1; plasmid p13P477T-5:NZ_CP019278.1/CP019278.1; plasmid p13P477T-6:NZ_CP019279.1/CP019279.1; plasmid p13P477T-7:NZ_CP021103.1/CP021103.1; plasmid p13P477T-8:NZ_CP021102.1/CP021102.1; plasmid p13P477T-9:NZ_CP021101.1/CP021101.1",,12,5051,"2018-02-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/951/655/GCA_002951655.1_ASM295165v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/951/655/GCF_002951655.1_ASM295165v1"
"Escherichia coli VR50","Bacteria;Proteobacteria;Gammaproteobacteria","VR50","SAMN03371467","PRJEA61445","GCA_000968515.1","Complete",5.19607,50.785,"chromosome:NZ_CP011134.1/CP011134.1; plasmid pVR50A:NZ_CP011135.1/CP011135.1; plasmid pVR50B:NZ_CP011136.1/CP011136.1; plasmid pVR50C:NZ_CP011137.1/CP011137.1; plasmid pVR50D:NZ_CP011138.1/CP011138.1; plasmid pVR50E:NZ_CP011139.1/CP011139.1; plasmid pVR50F:NZ_CP011140.1/CP011140.1; plasmid pVR50G:NZ_CP011141.1/CP011141.1; plasmid pVR50H:NZ_CP011142.1/CP011142.1; plasmid pVR50I:NZ_CP011143.1/CP011143.1",,10,4728,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/515/GCA_000968515.1_ASM96851v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/968/515/GCF_000968515.1_ASM96851v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","SCEC020022","SAMN06909177","PRJNA418674","GCA_002165095.2","Complete",5.32627,50.6707,"chromosome:NZ_CP032892.1/CP032892.1; plasmid p1_020022:NZ_CP032880.1/CP032880.1; plasmid p2_020022:NZ_CP032881.1/CP032881.1; plasmid p3_020022:NZ_CP032882.1/CP032882.1; plasmid p4_020022:NZ_CP032883.1/CP032883.1; plasmid p5_020022:NZ_CP032884.1/CP032884.1; plasmid p6_020022:NZ_CP032885.1/CP032885.1; plasmid p7_020022:NZ_CP032886.1/CP032886.1; plasmid p8_020022:NZ_CP032887.1/CP032887.1; plasmid pCTXM14_020022:NZ_CP032888.1/CP032888.1; plasmid pNDM5_020022:NZ_CP032889.1/CP032889.1; plasmid pTetA_020022:NZ_CP032890.1/CP032890.1; plasmid pVir_020022:NZ_CP032891.1/CP032891.1",,13,4870,"2018-10-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/165/095/GCA_002165095.2_ASM216509v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/165/095/GCF_002165095.2_ASM216509v2"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","32-4","SAMN13951925","PRJNA604100","GCA_010365345.1","Complete",5.17322,50.7545,"chromosome:NZ_CP048310.1/CP048310.1; plasmid p32-4_A:NZ_CP048311.1/CP048311.1; plasmid p32-4_B:NZ_CP048312.1/CP048312.1; plasmid p32-4_C:NZ_CP048313.1/CP048313.1; plasmid p32-4_D:NZ_CP048314.1/CP048314.1; plasmid p32-4_E:NZ_CP048315.1/CP048315.1; plasmid p32-4_F:NZ_CP048316.1/CP048316.1; plasmid p32-4_G:NZ_CP048317.1/CP048317.1; plasmid p32-4_H:NZ_CP048318.1/CP048318.1; plasmid p32-4_I:NZ_CP048319.1/CP048319.1; plasmid p32-4_J:NZ_CP048320.1/CP048320.1; plasmid p32-4_K-OXA181:NZ_CP048321.1/CP048321.1",,12,4614,"2020-02-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/365/345/GCA_010365345.1_ASM1036534v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/365/345/GCF_010365345.1_ASM1036534v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","LAU-OXA","SAMN13021417","PRJNA577178","GCA_009363035.1","Complete",5.11903,50.6134,"chromosome:NZ_CP045277.1/CP045277.1; plasmid pLAU-OXA1:NZ_CP045278.1/CP045278.1; plasmid pLAU-OXA2:NZ_CP045279.1/CP045279.1; plasmid pLAU-OXA3:NZ_CP045280.1/CP045280.1; plasmid pLAU-OXA4:NZ_CP045281.1/CP045281.1; plasmid pLAU-OXA48:NZ_CP045282.1/CP045282.1; plasmid pLAU-OXA6:NZ_CP045283.1/CP045283.1; plasmid pLAU-OXA7:NZ_CP045284.1/CP045284.1; plasmid pLAU-OXA8:NZ_CP045285.1/CP045285.1; plasmid pLAU-OXA9:NZ_CP045286.1/CP045286.1",,10,4711,"2019-10-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/363/035/GCA_009363035.1_ASM936303v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/363/035/GCF_009363035.1_ASM936303v1"
